"0","2329151454","Thu Jun 25 10:24:39 PDT 2009","NO_QUERY","ShaLiLi","i have to spend the night in jail and miss work tmrw wtff  wtf wtf I AM NEVER DRIVING AGAIN"
"0","2329151823","Thu Jun 25 10:24:41 PDT 2009","NO_QUERY","suplisa","@rawnessjones If we were in their homeland though bbz, we'd just be plain perverted. RIP Farrah "
"0","2329166022","Thu Jun 25 10:25:42 PDT 2009","NO_QUERY","eMeiNesS","@AsianPersuazion what u got in mind for lunch? Cuz I'm hungry too!  need to get something eat.."
"0","2329166198","Thu Jun 25 10:25:42 PDT 2009","NO_QUERY","onedayinmei"," working late... real late"
"0","2329166295","Thu Jun 25 10:25:44 PDT 2009","NO_QUERY","mdebarra","doesnt understand anymore. a friend of mine died of a heart attack, 35ish, healthy, didn't smoke r drink much. 2 lovely children.bye Loz "
"0","2329166382","Thu Jun 25 10:25:43 PDT 2009","NO_QUERY","alliekrauss","new bad habit: picking at the skin on my upper arms, I am bleeding "
"0","2329166627","Thu Jun 25 10:25:44 PDT 2009","NO_QUERY","zuzu1809","@toby_stevens Yep  http://news.bbc.co.uk/1/hi/entertainment/8118426.stm"
"0","2329166924","Thu Jun 25 10:25:45 PDT 2009","NO_QUERY","rlangdon","@pauldawalibi @nairapemberton What's wrong with Plain Jane? "
"0","2329166931","Thu Jun 25 10:25:45 PDT 2009","NO_QUERY","Neo_sinneR","Hate how someone else took my nick "
"0","2329167010","Thu Jun 25 10:25:46 PDT 2009","NO_QUERY","BrightAngelEyes","good sides of the day-I bought myself a big ass bottle of Dr. Pepper...and it's all miiinne! College dun 4 summer! Bad-i broke my finger! "
"0","2329167015","Thu Jun 25 10:25:46 PDT 2009","NO_QUERY","harlanlewis","@gronumbulator that's awful  were they still there when you got back, with their smug, guilty faces?"
"0","2329167092","Thu Jun 25 10:25:46 PDT 2009","NO_QUERY","ElizabethCaleca","@frankferragine not bad here in Barrie yet... I am sure it is coming!! "
"0","2329167358","Thu Jun 25 10:25:47 PDT 2009","NO_QUERY","stillsbyhill","@sign4baby we have a suv and small hybrid- I love them both but hate filling up the suv  hybrid too small for business though"
"0","2329167391","Thu Jun 25 10:25:47 PDT 2009","NO_QUERY","negativecreep56","Sucks. Not sux. I miss you so much "
"0","2329167429","Thu Jun 25 10:25:47 PDT 2009","NO_QUERY","sara18102","Very disappointed that there are no tourist traps left in Lancaster "
"0","2329167439","Thu Jun 25 10:25:48 PDT 2009","NO_QUERY","Tracey_Mac","Already dreading being car-less tomorrow!!!  boo hoo"
"0","2329167830","Thu Jun 25 10:25:49 PDT 2009","NO_QUERY","taylora","made a HUGE mistake at work. boss is not happy. can't take it back now. this sucks "
"0","2329168356","Thu Jun 25 10:25:51 PDT 2009","NO_QUERY","Kaizidorfa","http://twitpic.com/8dx00 - FUCK. my iphone backup is on my old laptop "
"0","2329168613","Thu Jun 25 10:25:52 PDT 2009","NO_QUERY","KellyHopkins1","@Midgley Haha Wish I Could! But Im In Edinburgh...  Lol! &lt;3 x"
"0","2329168668","Thu Jun 25 10:25:53 PDT 2009","NO_QUERY","veraymushay","@FlyingAce75 Oh no!  She died.    I always thought she was such a lovely woman and a wonderful person.  You will be missed, Farrah."
"0","2329168959","Thu Jun 25 10:25:54 PDT 2009","NO_QUERY","SecretLifeBaby","RIP to the original Charlies Angel Farrah Fawcett "
"0","2329169757","Thu Jun 25 10:25:57 PDT 2009","NO_QUERY","ktloweua"," Farrah Fawcett... one less charlie's angel but one more angel for god"
"0","2329169827","Thu Jun 25 10:25:58 PDT 2009","NO_QUERY","Drk_Temptation","dam i been sleep  to long "
"0","2329169947","Thu Jun 25 10:25:59 PDT 2009","NO_QUERY","caliblue15","Just got done with a funeral was at same place as my dad's, i barely made it through. "
"0","2329170131","Thu Jun 25 10:25:59 PDT 2009","NO_QUERY","Keybaby718","why am tipsy at 1:30 in the afternoon. Thanks Theresa! Sad u r leaving "
"0","2329170276","Thu Jun 25 10:26:00 PDT 2009","NO_QUERY","Keybaby718","why am tipsy at 1:30 in the afternoon. Thanks Theresa! Sad u r leaving "
"0","2329170385","Thu Jun 25 10:26:00 PDT 2009","NO_QUERY","celhouston855","has a feeling the rest of the day is going to be crappy. "
"0","2329170393","Thu Jun 25 10:26:00 PDT 2009","NO_QUERY","maryag","@JapanNewbie woohoo I'm all for slack time.. I'm goin crazy at work "
"0","2329170631","Thu Jun 25 10:26:02 PDT 2009","NO_QUERY","ianbicknell","Scratch that.. No pool today "
"0","2329170797","Thu Jun 25 10:26:02 PDT 2009","NO_QUERY","44ava_182","@markhoppus  my girlfriend just dumped me, got anything cool 2 say 2 me? i've loved blink for years but not even &quot;down&quot; can stop the pain "
"0","2329171365","Thu Jun 25 10:26:04 PDT 2009","NO_QUERY","MasterAbbott","It's 3:30 am and I can't sleep  I'm sad "
"0","2329171642","Thu Jun 25 10:26:05 PDT 2009","NO_QUERY","vivzy","i said &quot;hello&quot; to a gal to chat wid her and she replies &quot;hi....i gotta go bye&quot; .... oh man wat a draag.... "
"0","2329171699","Thu Jun 25 10:26:06 PDT 2009","NO_QUERY","BAny007","@djincredible @untouchableTQ all these hungry people...and no one thought of me ...  i'm a loser...that settles it lol"
"0","2329172005","Thu Jun 25 10:26:07 PDT 2009","NO_QUERY","crayolaphoenix","@Novablue ah honey.   so sorry you're sick.  xoxo.   ~slg"
"0","2329172020","Thu Jun 25 10:26:07 PDT 2009","NO_QUERY","heyimmikee","i just lost a follower...lame "
"0","2329172236","Thu Jun 25 10:26:08 PDT 2009","NO_QUERY","hardkoreferrari","No farrah on my list "
"0","2329172688","Thu Jun 25 10:26:10 PDT 2009","NO_QUERY","smidgeboxdesign","@LovePaper oh no! that's my fear, i have no trust for the mail system. i'm always wondering...sorry for you "
"0","2329173103","Thu Jun 25 10:26:12 PDT 2009","NO_QUERY","Vero_Alvarez","Dnt want to get up "
"0","2329173489","Thu Jun 25 10:26:13 PDT 2009","NO_QUERY","beccygreenfield","So sad to hear about Farrah Fawcett "
"0","2329173512","Thu Jun 25 10:26:13 PDT 2009","NO_QUERY","FirstLadyCfrank","@houstonbeauty yea,not til September "
"0","2329174450","Thu Jun 25 10:26:17 PDT 2009","NO_QUERY","DJCorco","@officialmgnfox Sorry about your day  Hope it gets better"
"0","2329174453","Thu Jun 25 10:26:17 PDT 2009","NO_QUERY","HaileyRhea","Rest in peace, Farrah.. "
"0","2329174580","Thu Jun 25 10:26:18 PDT 2009","NO_QUERY","sushieemee","Oh no! Farrah fawcett has passed away...  what a week"
"0","2329175007","Thu Jun 25 10:26:19 PDT 2009","NO_QUERY","seanferrell","is still thinking he might be lucky enough to win a #squarespace iphone, but karma seems limited a hospital stay for my wife.  #facebook"
"0","2329175109","Thu Jun 25 10:26:20 PDT 2009","NO_QUERY","meeshjibs","hopes farrah fawcett is kicking ass and catching bad guys with style in heaven as she did so well while she was here on earth "
"0","2329175157","Thu Jun 25 10:26:20 PDT 2009","NO_QUERY","RacheLiz18","sadness...just read that Farrah Fawcett died today....she'll be missed "
"4","1969429879","Sat May 30 00:00:47 PDT 2009","NO_QUERY","RAQUELchea","@aShleY_YaCkS cool!!  yeah it was. i didn't c any1 go in the hot tub. it did look cool w/ the candles!!!!! "
"4","1969429931","Sat May 30 00:00:48 PDT 2009","NO_QUERY","SwissNasty","Tha barrell is always fckn crowded late at nite so I got me sum mini burgerz "
